5 20
1000 2000 1000 1000 2000
0.32425058	0.16815853	0.2328981	0.23976494	0.2608529	0.8494265	0.7888957	0.6806786	0.732433	0.2468091	0.751057	0.7128129	0.72596157	0.2303944	0.707975	0.24991965	0.6738263	0.8431722	0.67525065	0.25259858
0.27685592	0.28884813	0.19691427	0.18278189	0.31631613	0.753564	0.78476197	0.6397209	0.7331257	0.24242333	0.70121104	0.6803853	0.7723863	0.24084719	0.80994934	0.21484238	0.8006318	0.7358379	0.7488398	0.2530114
0.2557456	0.18916613	0.27158535	0.24521571	0.16774285	0.74947786	0.6697785	0.7825215	0.7334556	0.21474797	0.69553405	0.8322823	0.7964414	0.25237516	0.6993381	0.19056527	0.7108911	0.69299424	0.7524024	0.2959013
0.26230687	0.2588032	0.2597323	0.23748839	0.27732784	0.7342496	0.76555926	0.7448205	0.7033121	0.21959716	0.670246	0.81331223	0.7326146	0.23063743	0.7913358	0.29506093	0.75696623	0.7009997	0.747946	0.17451265
0.24732874	0.3329781	0.18639916	0.3000621	0.28269005	0.6763297	0.81138396	0.7166433	0.71866375	0.30798	0.6866685	0.8385586	0.78397006	0.31131914	0.80996203	0.25437352	0.7386963	0.7181336	0.7437992	0.2821092
0.2810166	0.23352854	0.25741056	0.2291295	0.24189663	0.7315758	0.8836221	0.7692868	0.7099629	0.29863733	0.7424837	0.7328714	0.7552085	0.23721203	0.7411779	0.19230036	0.7474634	0.78813714	0.7207206	0.28697422
0.20776469	0.15959634	0.2706545	0.25979644	0.25272876	0.69041073	0.6650758	0.7862765	0.7967013	0.3389343	0.792129	0.79607695	0.8466176	0.2109528	0.7418938	0.23987871	0.643301	0.6681754	0.78750265	0.13194546
0.24399722	0.19980307	0.1871382	0.27176854	0.3380617	0.76369524	0.78550583	0.7814052	0.7446795	0.24439256	0.83149236	0.6902503	0.7324022	0.23744878	0.8296284	0.26585922	0.760766	0.786756	0.76096094	0.24216405
0.20896524	0.27574083	0.2507629	0.2877098	0.15602088	0.76174855	0.7237672	0.74290794	0.7204156	0.2840701	0.7980232	0.68566674	0.72354853	0.24844113	0.7285179	0.29602167	0.7253518	0.7150901	0.8144895	0.25336072
0.32732782	0.20783448	0.2026794	0.23567352	0.21204457	0.8348296	0.6957157	0.6922791	0.78823173	0.18277496	0.7487947	0.7847921	0.739365	0.2403524	0.66242534	0.1783846	0.77070224	0.7052565	0.72584504	0.25842333
